"Step","12_sazut-tonat-zanohripok - episodic_return","12_sazut-tonat-zanohripok - episodic_return__MIN","12_sazut-tonat-zanohripok - episodic_return__MAX"
"2498105","13","13","13"
"2498279","13","13","13"
"2498728","10","10","10"
"2498902","13","13","13"
"2499463","13","13","13"
"2499896","13","13","13"
"2499923","13","13","13"
"2499983","13","13","13"
"2500292","13","13","13"
"2501050","3","3","3"
"2501862","13","13","13"
"2502535","13","13","13"
"2502832","13","13","13"
"2503025","13","13","13"
"2503236","13","13","13"
"2503584","1","1","1"
"2503638","13","13","13"
"2504269","2","2","2"
"2504632","13","13","13"
"2504819","13","13","13"
"2505042","13","13","13"
"2505252","13","13","13"
"2505494","13","13","13"
"2506207","13","13","13"
"2506639","3","3","3"
"2507059","13","13","13"
"2507158","13","13","13"
"2507207","13","13","13"
"2507605","13","13","13"
"2508235","13","13","13"
"2508576","13","13","13"
"2508690","13","13","13"
"2508792","13","13","13"
"2508883","13","13","13"
"2509093","3","3","3"
"2509619","13","13","13"
"2510508","13","13","13"
"2510613","13","13","13"
"2510867","13","13","13"
"2512402","13","13","13"
"2512952","13","13","13"
"2512961","3","3","3"
"2513497","13","13","13"
"2513829","13","13","13"
"2514881","13","13","13"
"2515197","2","2","2"
"2515303","13","13","13"
"2515477","13","13","13"
"2516599","13","13","13"
"2517159","13","13","13"
"2517205","13","13","13"
"2517304","13","13","13"
"2517528","13","13","13"
"2518080","3","3","3"
"2518642","1","1","1"
"2519186","13","13","13"
"2519361","13","13","13"
"2519522","2","2","2"
"2520048","13","13","13"
"2520128","13","13","13"
"2520268","13","13","13"
"2520345","13","13","13"
"2520556","13","13","13"
"2521149","13","13","13"
"2521193","2","2","2"
"2521365","13","13","13"
"2521648","13","13","13"
"2521717","13","13","13"
"2521932","13","13","13"
"2522279","13","13","13"
"2522860","13","13","13"
"2522881","13","13","13"
"2523033","13","13","13"
"2523160","13","13","13"
"2523285","13","13","13"
"2523810","13","13","13"
"2523954","2","2","2"
"2524001","13","13","13"
"2524140","13","13","13"
"2524364","13","13","13"
"2524720","13","13","13"
"2524822","13","13","13"
"2524964","13","13","13"
"2525312","13","13","13"
"2525551","3","3","3"
"2525772","13","13","13"
"2526124","13","13","13"
"2526848","13","13","13"
"2526930","13","13","13"
"2527140","13","13","13"
"2527344","13","13","13"
"2528356","13","13","13"
"2528728","13","13","13"
"2528853","2","2","2"
"2528924","13","13","13"
"2529025","13","13","13"
"2529497","13","13","13"
"2529580","13","13","13"
"2529746","13","13","13"
"2529825","13","13","13"
"2530378","13","13","13"
"2530616","13","13","13"
"2530648","13","13","13"
"2531090","13","13","13"
"2531479","13","13","13"
"2532121","13","13","13"
"2532324","13","13","13"
"2532672","13","13","13"
"2533150","13","13","13"
"2533463","13","13","13"
"2533962","13","13","13"
"2534665","13","13","13"
"2535080","13","13","13"
"2535253","13","13","13"
"2535338","3","3","3"
"2535857","13","13","13"
"2536094","13","13","13"
"2536407","13","13","13"
"2536816","13","13","13"
"2536911","13","13","13"
"2537377","13","13","13"
"2537606","3","3","3"
"2538449","13","13","13"
"2538614","13","13","13"
"2538700","13","13","13"
"2540869","13","13","13"
"2541095","3","3","3"
"2541120","13","13","13"
"2542166","13","13","13"
"2542277","13","13","13"
"2542412","13","13","13"
"2542851","2","2","2"
"2543015","13","13","13"
"2543153","13","13","13"
"2543318","13","13","13"
"2543516","1","1","1"
"2543754","13","13","13"
"2543817","13","13","13"
"2544070","13","13","13"
"2544340","13","13","13"
"2544432","3","3","3"
"2545249","13","13","13"
"2545285","13","13","13"
"2546079","13","13","13"
"2546115","3","3","3"
"2546572","13","13","13"
"2546672","13","13","13"
"2546816","13","13","13"
"2547142","13","13","13"
"2547320","13","13","13"
"2547395","13","13","13"
"2547542","13","13","13"
"2548250","2","2","2"
"2548556","13","13","13"
"2548785","13","13","13"
"2549126","13","13","13"
"2549402","13","13","13"
"2549445","13","13","13"
"2549735","13","13","13"
"2549980","13","13","13"
"2550336","13","13","13"
"2550523","13","13","13"
"2550717","13","13","13"
"2550732","13","13","13"
"2550789","13","13","13"
"2551335","13","13","13"
"2551462","13","13","13"
"2551560","13","13","13"
"2552351","13","13","13"
"2552829","13","13","13"
"2552874","13","13","13"
"2553823","13","13","13"
"2554060","13","13","13"
"2554139","13","13","13"
"2554666","13","13","13"
"2554726","13","13","13"
"2554876","13","13","13"
"2555340","13","13","13"
"2555559","13","13","13"
"2556775","3","3","3"
"2556885","13","13","13"
"2557507","13","13","13"
"2557696","13","13","13"
"2557772","13","13","13"
"2558267","13","13","13"
"2558681","13","13","13"
"2559333","13","13","13"
"2559561","13","13","13"
"2559619","13","13","13"
"2559696","3","3","3"
"2559918","13","13","13"
"2560089","13","13","13"
"2560898","2","2","2"
"2561560","13","13","13"
"2561625","13","13","13"
"2561725","13","13","13"
"2561808","13","13","13"
"2562478","13","13","13"
"2564661","13","13","13"
"2565286","13","13","13"
"2565440","13","13","13"
"2566193","10","10","10"
"2566261","13","13","13"
"2566464","13","13","13"
"2566662","13","13","13"
"2566862","2","2","2"
"2567036","13","13","13"
"2568036","0","0","0"
"2568429","13","13","13"
"2568868","13","13","13"
"2570304","13","13","13"
"2570371","13","13","13"
"2571392","13","13","13"
"2571874","13","13","13"
"2572109","13","13","13"
"2572257","13","13","13"
"2572390","13","13","13"
"2572672","13","13","13"
"2573204","2","2","2"
"2573674","13","13","13"
"2574801","3","3","3"
"2574867","2","2","2"
"2574996","13","13","13"
"2575266","13","13","13"
"2575620","13","13","13"
"2575840","3","3","3"
"2575981","13","13","13"
"2576101","13","13","13"
"2576607","13","13","13"
"2576674","13","13","13"
"2577095","13","13","13"
"2577236","13","13","13"
"2577294","13","13","13"
"2577353","13","13","13"
"2577573","13","13","13"
"2577696","13","13","13"
"2577937","13","13","13"
"2579140","13","13","13"
"2579406","13","13","13"
"2579813","13","13","13"
"2579921","13","13","13"
"2580260","2","2","2"
"2580317","13","13","13"
"2581011","13","13","13"
"2581127","13","13","13"
"2582197","13","13","13"
"2582356","13","13","13"
"2582609","13","13","13"
"2582749","13","13","13"
"2583379","13","13","13"
"2583451","13","13","13"
"2584017","13","13","13"
"2584404","13","13","13"
"2584479","13","13","13"
"2584566","13","13","13"
"2584933","13","13","13"
"2585937","13","13","13"
"2586064","13","13","13"
"2586375","13","13","13"
"2586613","13","13","13"
"2587037","13","13","13"
"2587156","13","13","13"
"2587264","13","13","13"
"2587347","13","13","13"
"2588103","13","13","13"
"2588214","13","13","13"
"2588756","13","13","13"
"2589318","3","3","3"
"2591012","13","13","13"
"2591059","13","13","13"
"2593641","13","13","13"
"2594423","13","13","13"
"2595261","13","13","13"
"2595938","13","13","13"
"2596028","13","13","13"
"2596032","13","13","13"
"2596807","13","13","13"
"2597074","3","3","3"
"2597751","13","13","13"
"2598012","13","13","13"
"2598107","13","13","13"
"2598255","13","13","13"
"2599027","13","13","13"
"2599468","13","13","13"
"2599699","13","13","13"
"2600280","13","13","13"
"2600488","13","13","13"
"2600911","3","3","3"
"2601374","13","13","13"
"2601836","13","13","13"
"2601947","13","13","13"
"2602003","13","13","13"
"2602617","13","13","13"
"2602857","13","13","13"
"2603002","13","13","13"
"2603059","13","13","13"
"2603408","13","13","13"
"2603736","13","13","13"
"2603803","13","13","13"
"2603847","13","13","13"
"2604345","13","13","13"
"2604410","13","13","13"
"2604456","13","13","13"
"2604755","13","13","13"
"2604807","13","13","13"
"2604955","13","13","13"
"2605195","13","13","13"
"2605535","13","13","13"
"2605794","13","13","13"
"2606201","13","13","13"
"2606451","3","3","3"
"2606863","3","3","3"
"2606913","13","13","13"
"2607011","2","2","2"
"2607144","13","13","13"
"2607198","13","13","13"
"2607269","13","13","13"
"2607691","13","13","13"
"2607785","13","13","13"
"2608478","13","13","13"
"2608573","13","13","13"
"2608684","13","13","13"
"2609384","13","13","13"
"2610672","2","2","2"
"2610786","13","13","13"
"2611320","1","1","1"
"2611536","13","13","13"
"2611695","13","13","13"
"2612417","13","13","13"
"2612747","13","13","13"
"2612858","13","13","13"
"2613210","13","13","13"
"2613392","13","13","13"
"2613673","13","13","13"
"2613761","13","13","13"
"2614269","13","13","13"
"2614697","13","13","13"
"2614913","13","13","13"
"2614992","13","13","13"
"2615159","13","13","13"
"2615254","13","13","13"
"2615383","13","13","13"
"2616335","13","13","13"
"2617235","13","13","13"
"2617281","13","13","13"
"2617415","13","13","13"
"2617992","13","13","13"
"2618268","13","13","13"
"2618330","13","13","13"
"2619027","13","13","13"
"2619143","13","13","13"
"2619241","13","13","13"
"2619334","13","13","13"
"2619880","13","13","13"
"2619962","13","13","13"
"2619976","13","13","13"
"2620279","13","13","13"
"2620698","13","13","13"
"2620933","13","13","13"
"2621097","13","13","13"
"2621596","13","13","13"
"2621772","1","1","1"
"2622010","13","13","13"
"2622355","13","13","13"
"2623719","3","3","3"
"2624449","13","13","13"
"2624791","13","13","13"
"2624935","1","1","1"
"2624986","13","13","13"
"2625159","13","13","13"
"2625341","3","3","3"
"2625424","13","13","13"
"2625601","3","3","3"
"2625866","2","2","2"
"2626681","13","13","13"
"2627271","13","13","13"
"2628097","13","13","13"
"2628857","13","13","13"
"2629468","13","13","13"
"2629943","13","13","13"
"2630580","0","0","0"
"2631065","13","13","13"
"2631166","0","0","0"
"2631912","13","13","13"
"2631938","1","1","1"
"2632220","13","13","13"
"2632556","13","13","13"
"2632628","13","13","13"
"2633281","13","13","13"
"2633531","13","13","13"
"2633946","13","13","13"
"2634041","13","13","13"
"2634167","13","13","13"
"2634241","13","13","13"
"2634585","13","13","13"
"2634942","13","13","13"
"2635441","13","13","13"
"2635560","13","13","13"
"2635802","13","13","13"
"2636109","2","2","2"
"2637182","13","13","13"
"2637185","13","13","13"
"2637288","13","13","13"
"2637495","13","13","13"
"2637755","13","13","13"
"2638099","13","13","13"
"2638321","13","13","13"
"2638585","13","13","13"
"2638876","13","13","13"
"2639565","13","13","13"
"2639657","13","13","13"
"2639810","13","13","13"
"2640131","13","13","13"
"2640226","13","13","13"
"2640569","13","13","13"
"2641043","13","13","13"
"2641353","3","3","3"
"2642046","13","13","13"
"2642125","13","13","13"
"2643548","13","13","13"
"2643705","13","13","13"
"2643767","13","13","13"
"2643853","13","13","13"
"2643946","13","13","13"
"2644441","13","13","13"
"2644627","13","13","13"
"2644674","13","13","13"
"2645380","13","13","13"
"2645674","13","13","13"
"2646321","13","13","13"
"2646477","13","13","13"
"2646761","13","13","13"
"2647016","13","13","13"
"2647065","13","13","13"
"2647276","13","13","13"
"2647914","13","13","13"
"2648074","13","13","13"
"2648616","13","13","13"
"2648781","13","13","13"
"2649418","13","13","13"
"2649540","13","13","13"
"2649937","2","2","2"
"2650016","13","13","13"
"2650125","13","13","13"
"2650726","13","13","13"
"2651360","13","13","13"
"2651473","13","13","13"
"2651534","13","13","13"
"2652273","13","13","13"
"2652731","13","13","13"
"2652756","3","3","3"
"2653740","13","13","13"
"2654537","13","13","13"
"2654748","13","13","13"
"2654791","13","13","13"
"2655082","13","13","13"
"2655341","13","13","13"
"2655419","13","13","13"
"2656480","13","13","13"
"2656691","13","13","13"
"2656810","13","13","13"
"2658002","13","13","13"
"2659277","13","13","13"
"2659409","13","13","13"
"2659527","13","13","13"
"2659751","13","13","13"
"2659938","13","13","13"
"2660178","13","13","13"
"2660807","13","13","13"
"2661156","13","13","13"
"2661482","3","3","3"
"2661753","13","13","13"
"2662301","3","3","3"
"2662432","13","13","13"
"2663255","13","13","13"
"2663929","13","13","13"
"2664498","2","2","2"
"2665830","13","13","13"
"2665953","3","3","3"
"2665993","2","2","2"
"2666157","13","13","13"
"2666208","13","13","13"
"2666402","13","13","13"
"2666653","13","13","13"
"2666695","13","13","13"
"2666990","13","13","13"
"2667273","13","13","13"
"2667735","13","13","13"
"2667874","13","13","13"
"2668833","13","13","13"
"2669024","13","13","13"
"2669071","13","13","13"
"2669511","13","13","13"
"2669685","13","13","13"
"2669760","13","13","13"
"2669848","13","13","13"
"2670109","13","13","13"
"2670799","13","13","13"
"2671131","13","13","13"
"2671389","13","13","13"
"2671767","13","13","13"
"2672053","13","13","13"
"2672171","1","1","1"
"2672290","13","13","13"
"2672353","13","13","13"
"2672934","13","13","13"
"2673644","13","13","13"
"2673688","13","13","13"
"2673801","13","13","13"
"2673949","13","13","13"
"2674026","13","13","13"
"2674144","13","13","13"
"2674988","13","13","13"
"2675358","3","3","3"
"2675877","3","3","3"
"2675947","13","13","13"
"2675992","13","13","13"
"2676623","13","13","13"
"2676728","3","3","3"
"2676807","13","13","13"
"2677144","13","13","13"
"2677350","13","13","13"
"2677395","1","1","1"
"2677679","2","2","2"
"2678325","13","13","13"
"2678561","13","13","13"
"2678624","13","13","13"
"2678656","13","13","13"
"2678776","13","13","13"
"2679128","13","13","13"
"2679627","3","3","3"
"2680882","13","13","13"
"2680926","13","13","13"
"2680999","13","13","13"
"2681855","13","13","13"
"2682282","13","13","13"
"2682420","13","13","13"
"2682771","13","13","13"
"2683038","13","13","13"
"2683334","2","2","2"
"2683576","13","13","13"
"2683811","13","13","13"
"2684815","13","13","13"
"2685464","13","13","13"
"2685772","3","3","3"
"2686723","13","13","13"
"2687372","13","13","13"
"2687575","13","13","13"
"2687646","13","13","13"
"2687839","0","0","0"
"2687875","13","13","13"
"2688101","13","13","13"
"2688384","13","13","13"
"2688529","13","13","13"
"2688581","13","13","13"
"2688738","13","13","13"
"2688824","13","13","13"
"2689012","13","13","13"
"2689114","13","13","13"
"2689271","13","13","13"
"2689489","13","13","13"
"2689765","13","13","13"
"2689987","13","13","13"
"2690240","13","13","13"
"2690390","13","13","13"
"2690751","13","13","13"
"2691576","13","13","13"
"2691615","13","13","13"
"2691864","13","13","13"
"2692954","13","13","13"
"2693346","3","3","3"
"2693559","13","13","13"
"2693932","13","13","13"
"2694088","13","13","13"
"2694346","13","13","13"
"2694580","13","13","13"
"2694843","13","13","13"
"2695282","13","13","13"
"2695928","13","13","13"
"2695995","13","13","13"
"2696278","13","13","13"
"2696469","2","2","2"
"2696738","13","13","13"
"2697039","13","13","13"
"2697162","13","13","13"
"2697224","13","13","13"
"2697388","13","13","13"
"2697686","13","13","13"
"2699144","13","13","13"
"2699274","13","13","13"
"2700005","13","13","13"
"2700170","13","13","13"
"2700744","3","3","3"
"2701398","13","13","13"
"2703240","13","13","13"
"2704456","13","13","13"
"2704749","13","13","13"
"2705744","13","13","13"
"2706046","2","2","2"
"2706315","13","13","13"
"2706590","13","13","13"
"2706850","13","13","13"
"2706930","13","13","13"
"2707707","13","13","13"
"2708670","13","13","13"
"2709022","13","13","13"
"2709165","13","13","13"
"2709231","13","13","13"
"2709953","13","13","13"
"2710191","13","13","13"
"2710366","13","13","13"
"2710434","13","13","13"
"2711229","3","3","3"
"2711358","13","13","13"
"2711605","13","13","13"
"2711926","13","13","13"
"2712258","13","13","13"
"2712885","13","13","13"
"2712968","13","13","13"
"2713261","13","13","13"
"2713291","13","13","13"
"2713546","13","13","13"
"2714073","13","13","13"
"2714301","13","13","13"
"2714421","13","13","13"
"2714504","13","13","13"
"2715018","13","13","13"
"2715083","13","13","13"
"2715466","13","13","13"
"2715716","1","1","1"
"2716104","13","13","13"
"2716207","13","13","13"
"2716341","13","13","13"
"2717489","3","3","3"
"2717621","13","13","13"
"2717841","2","2","2"
"2717929","13","13","13"
"2718511","13","13","13"
"2718748","3","3","3"
"2719065","13","13","13"
"2719326","13","13","13"
"2719556","13","13","13"
"2719836","13","13","13"
"2720176","13","13","13"
"2720531","13","13","13"
"2721072","13","13","13"
"2721345","13","13","13"
"2721519","13","13","13"
"2721745","13","13","13"
"2722046","13","13","13"
"2722101","13","13","13"
"2722863","13","13","13"
"2723356","13","13","13"
"2723795","13","13","13"
"2724009","3","3","3"
"2724057","13","13","13"
"2724539","13","13","13"
"2725064","13","13","13"
"2725323","13","13","13"
"2726248","13","13","13"
"2726515","3","3","3"
"2726569","1","1","1"
"2727187","13","13","13"
"2727262","13","13","13"
"2727720","13","13","13"
"2728623","13","13","13"
"2728665","13","13","13"
"2728804","13","13","13"
"2728912","13","13","13"
"2729359","13","13","13"
"2729641","13","13","13"
"2729849","2","2","2"
